ip,City,Region,Country,Latitude,Longitude
42.86.176.0,Shenyang,Liaoning,China,41.8057,123.431
117.179.204.0,Harbin,Heilongjiang,China,45.7567,126.642
39.144.147.0,Kunming,Yunnan,China,25.0088,102.6513
117.136.12.0,Guangzhou,Guangdong,China,23.1181,113.2539
114.98.113.0,Rongcheng,Anhui,China,30.6007,117.925
183.198.119.0,Hengshui,Hebei,China,37.7311,115.704
39.144.109.0,Rizhao,Shandong,China,35.4193,119.5536
117.141.144.0,Shenzhen,Guangdong,China,22.5431,114.058
203.168.18.0,Xiaolou,Guangdong,China,23.379,113.763
175.164.56.0,Shenyang,Liaoning,China,41.8057,123.431
150.139.140.0,Xintai,Shandong,China,35.894,117.925
101.69.194.0,Hangzhou,Zhejiang,China,30.2741,120.155
112.37.130.0,Weifang,Shandong,China,36.7069,119.162
101.229.165.0,Shanghai,Shanghai,China,31.2222,121.4581
123.4.119.0,Zhengzhou,Henan,China,34.7472,113.625
112.40.176.0,Shenyang,Liaoning,China,41.8057,123.431
49.83.133.0,Shanghai,Shanghai,China,31.2222,121.4581
183.197.188.0,Langfang,Hebei,China,39.538,116.684
58.20.137.0,Changsha,Hunan,China,28.2282,112.939
117.11.158.0,Tianjin,Tianjin,China,39.1488,117.1762
222.191.193.0,Wuxi,Jiangsu,China,31.5618,120.2864
113.26.3.0,Taiyuan,Shanxi,China,37.8648,112.5636
59.47.38.0,Benxi,Liaoning,China,41.487,123.685
116.252.248.0,Nanning,Guangxi,China,22.8111,108.3168
36.1.84.0,Haikou,Hainan,China,19.9952,110.242
111.183.24.0,Wulipu,Hubei,China,30.7378,112.238
120.225.203.0,Qingdao,Shandong,China,36.061,120.3814
223.104.72.0,Shenzhen,Guangdong,China,22.5431,114.058
112.0.27.0,Suzhou,Jiangsu,China,31.299,120.585
49.77.120.0,Nanjing,Jiangsu,China,32.0589,118.7738
223.214.247.0,Chuzhou,Anhui,China,32.3219,118.298
117.143.139.0,Shanghai,Shanghai,China,31.2222,121.4581
223.104.170.0,Nanchang,Jiangxi,China,28.6796,115.8655
49.93.160.0,Suzhou,Jiangsu,China,31.3093,120.602
61.242.135.0,Wuhan,Hubei,China,30.589,114.2681
223.64.172.0,Suzhou,Jiangsu,China,31.299,120.585
36.148.102.0,Huaihua,Hunan,China,27.5583,110.0046
182.244.204.0,Jianshui,Yunnan,China,24.4753,101.343
182.117.229.0,Zhengzhou,Henan,China,34.7472,113.625
114.222.27.0,Nanjing,Jiangsu,China,32.0589,118.7738
175.165.130.0,Shenyang,Liaoning,China,41.8057,123.431
61.52.47.0,Zhengzhou,Henan,China,34.7472,113.625
117.8.142.0,Tianjin,Tianjin,China,39.3434,117.362
111.42.84.0,Harbin,Heilongjiang,China,45.7567,126.642
120.193.188.0,Shenzhen,Guangdong,China,22.5431,114.058
175.24.212.0,Shanghai,Shanghai,China,31.2304,121.474
171.110.138.0,Lilancun,Guangxi,China,23.7248,108.808
153.35.198.0,Suzhou,Jiangsu,China,31.3093,120.602
223.104.2.0,Weifang,Shandong,China,36.7069,119.162
121.35.100.0,Shenzhen,Guangdong,China,22.5559,114.0577
36.249.156.0,Xiamen,Fujian,China,24.4793,118.0673
140.179.11.0,Beijing,Beijing,China,39.9288,116.3889
36.56.103.0,Lu'an,Anhui,China,31.7279,116.5157
106.38.226.0,Beijing,Beijing,China,39.9042,116.407
114.221.34.0,Nanjing,Jiangsu,China,32.0589,118.7738
112.243.124.0,Weifang,Shandong,China,36.7069,119.162
140.179.7.0,Beijing,Beijing,China,39.9288,116.3889
58.253.60.0,Zhongshan,Guangdong,China,22.5326,113.3646
223.148.160.0,Changsha,Hunan,China,28.2014,112.9611
112.22.234.0,Suzhou,Jiangsu,China,31.3093,120.602
183.216.102.0,Yangzizhou,Jiangxi,China,28.7269,115.9306
120.229.110.0,Shenzhen,Guangdong,China,22.5559,114.0577
60.174.188.0,Rongcheng,Anhui,China,30.6007,117.925
139.214.35.0,Jilin City,Jilin,China,43.8378,126.549
125.70.202.0,Chengdu,Sichuan,China,30.6498,104.0555
121.31.246.0,Gangkou,Guangxi,China,21.5775,108.475
123.4.117.0,Zhengzhou,Henan,China,34.7472,113.625
39.144.180.0,Yingchuan,Henan,China,34.1628,113.464
125.113.59.0,Yiwu,Zhejiang,China,29.3187,120.081
36.56.101.0,Lu'an,Anhui,China,31.7279,116.5157
111.201.129.0,Beijing,Beijing,China,39.911,116.395
111.1.215.0,Wenzhou,Zhejiang,China,28.0002,120.6547
60.22.193.0,Shenyang,Liaoning,China,41.8057,123.431
175.160.55.0,Shenyang,Liaoning,China,41.8057,123.431
153.36.17.0,Suzhou,Jiangsu,China,31.299,120.585
119.108.48.0,Shenyang,Liaoning,China,41.8057,123.431
114.254.0.0,Beijing,Beijing,China,39.911,116.395
183.218.223.0,Jiujiang,Jiangxi,China,29.7151,115.9916
223.104.244.0,Hangzhou,Zhejiang,China,30.2741,120.155
113.120.90.0,Qingdao,Shandong,China,36.061,120.3814
129.211.162.0,Haidian,Beijing,China,39.9786,116.302
111.230.173.0,Shenzhen,Guangdong,China,22.5431,114.058
59.60.211.0,Sanming,Fujian,China,26.2634,117.639
175.147.161.0,Shenyang,Liaoning,China,41.8057,123.431
117.188.0.0,Guiyang,Guizhou,China,26.58,106.7223
222.219.136.0,Jianshui,Yunnan,China,24.4753,101.343
211.90.117.0,Beijing,Beijing,China,39.9042,116.407
112.36.3.0,Weifang,Shandong,China,36.7069,119.162
114.106.118.0,Rongcheng,Anhui,China,30.6007,117.925
118.73.67.0,Linfen,Shanxi,China,36.0964,111.5218
123.122.14.0,Beijing,Beijing,China,39.911,116.395
120.244.147.0,Beijing,Beijing,China,39.911,116.395
39.144.87.0,Langfang,Hebei,China,39.538,116.684
36.161.96.0,Hefei,Anhui,China,31.8564,117.2661
116.16.17.0,Xiaolou,Guangdong,China,23.379,113.763
112.94.74.0,Guangzhou,Guangdong,China,23.1181,113.2539
123.115.151.0,Beijing,Beijing,China,39.911,116.395
218.108.191.0,Hangzhou,Zhejiang,China,30.2994,120.1612
101.25.94.0,Langfang,Hebei,China,39.538,116.684
183.128.170.0,Hangzhou,Zhejiang,China,30.2994,120.1612
60.223.143.0,Yubicun,Shanxi,China,37.6524,112.7527
39.144.98.0,Taiyuan,Shanxi,China,37.8706,112.549
223.73.88.0,Guangzhou,Guangdong,China,23.1181,113.2539
218.12.18.0,Beijing,Beijing,China,39.911,116.395
153.119.55.0,Xintai,Shandong,China,35.894,117.925
42.177.252.0,Shenyang,Liaoning,China,41.7806,123.4314
106.114.128.0,Shijiazhuang,Hebei,China,38.036,114.4654
123.115.147.0,Beijing,Beijing,China,39.911,116.395
123.147.251.0,Chongqing,Chongqing,China,29.4316,106.912
171.88.111.0,Zhongba,Sichuan,China,30.2638,102.805
111.206.145.0,Jinrongjie,Beijing,China,39.9175,116.362
122.239.122.0,Wenzhou,Zhejiang,China,28.0002,120.6547
117.136.8.0,Shanghai,Shanghai,China,31.2437,121.442
39.144.251.0,Xiamen,Fujian,China,24.4793,118.0673
211.97.128.0,Xiamen,Fujian,China,24.4793,118.0673
120.35.200.0,Sanming,Fujian,China,26.2634,117.639
117.136.9.0,Weifang,Shandong,China,36.7069,119.162
140.179.3.0,Beijing,Beijing,China,39.9288,116.3889
175.164.51.0,Shenyang,Liaoning,China,41.8057,123.431
114.98.112.0,Rongcheng,Anhui,China,30.6007,117.925
36.99.42.0,Zhengzhou,Henan,China,34.7599,113.6459
101.31.160.0,Langfang,Hebei,China,39.538,116.684
111.183.84.0,Wuhan,Hubei,China,30.589,114.2681
183.225.162.0,Shenzhen,Guangdong,China,22.5431,114.058
112.43.77.0,Shenzhen,Guangdong,China,22.5431,114.058
42.227.122.0,Zhoukou,Henan,China,33.63,114.6353
113.24.156.0,Taiyuan,Shanxi,China,37.8389,112.564
221.223.42.0,Beijing,Beijing,China,39.911,116.395
117.70.150.0,Hefei,Anhui,China,31.8564,117.2661
182.33.15.0,Xintai,Shandong,China,35.894,117.925
112.96.170.0,Guangzhou,Guangdong,China,23.1181,113.2539
101.82.232.0,Shanghai,Shanghai,China,31.2222,121.4581
42.88.76.0,Yuzhong Chengguanzhen,Gansu,China,35.7518,104.286
223.104.3.0,Beijing,Beijing,China,39.911,116.395
175.173.29.0,Shenyang,Liaoning,China,41.8057,123.431
117.67.221.0,Hefei,Anhui,China,31.8564,117.2661
182.254.171.0,Shenzhen,Guangdong,China,22.5559,114.0577
54.222.197.0,Beijing,Beijing,China,39.9288,116.3889
111.34.88.0,Jinan,Shandong,China,36.6756,117.0211
36.56.102.0,Lu'an,Anhui,China,31.7279,116.5157
52.80.201.0,Beijing,Beijing,China,39.9288,116.3889
123.4.116.0,Zhengzhou,Henan,China,34.7472,113.625
123.123.40.0,Beijing,Beijing,China,39.911,116.395
110.255.79.0,Langfang,Hebei,China,39.538,116.684
182.133.135.0,Zhongba,Sichuan,China,30.2638,102.805
112.42.67.0,Shenyang,Liaoning,China,41.8057,123.431
183.195.14.0,Shanghai,Shanghai,China,31.2222,121.4581
36.142.181.0,Lanzhou,Gansu,China,36.0647,103.8397
42.236.219.0,Zhengzhou,Henan,China,34.7472,113.625
39.144.58.0,Shenyang,Liaoning,China,41.7806,123.4314
119.52.43.0,Jilin City,Jilin,China,43.8378,126.549
36.21.131.0,Cixi,Zhejiang,China,30.176,121.241
39.149.129.0,Zhengzhou,Henan,China,34.7472,113.625
117.129.46.0,Beijing,Beijing,China,39.911,116.395
113.124.170.0,Xintai,Shandong,China,35.894,117.925
113.69.178.0,Foshan,Guangdong,China,23.0261,113.1371
182.118.238.0,Zhengzhou,Henan,China,34.7472,113.625
111.60.141.0,Wuhan,Hubei,China,30.589,114.2681
182.32.144.0,Xintai,Shandong,China,35.894,117.925
183.40.234.0,Guangzhou,Guangdong,China,23.1181,113.2539
223.104.39.0,Beijing,Beijing,China,39.911,116.395
120.195.211.0,Suzhou,Jiangsu,China,31.299,120.585
123.125.25.0,Jinrongjie,Beijing,China,39.9175,116.362
117.61.185.0,Beijing,Beijing,China,39.911,116.395
117.61.176.0,Beijing,Beijing,China,39.911,116.395
14.150.33.0,Guangzhou,Guangdong,China,23.1181,113.2539
117.136.40.0,Guangzhou,Guangdong,China,23.1181,113.2539
14.150.245.0,Guangzhou,Guangdong,China,23.1181,113.2539
114.244.124.0,Beijing,Beijing,China,39.911,116.395
27.128.10.0,Zhoutou,Hebei,China,37.8957,114.904
111.48.134.0,Wuhan,Hubei,China,30.589,114.2681
42.80.106.0,Tianjin,Tianjin,China,39.1488,117.1762
110.180.11.0,Taiyuan,Shanxi,China,37.7953,112.567
117.151.252.0,Wuhan,Hubei,China,30.589,114.2681
111.37.176.0,Yantai,Shandong,China,37.4852,121.4569
218.26.159.0,Taiyuan,Shanxi,China,37.8648,112.5636
113.141.60.0,Yintai,Shaanxi,China,35.394,109.188
111.226.164.0,Xingtai,Hebei,China,37.0637,114.4941
223.104.102.0,Langfang,Hebei,China,39.538,116.684
223.98.220.0,Linyi,Shandong,China,35.0624,118.3364
121.57.254.0,Bieligutai,Inner Mongolia Autonomous Region,China,43.3782,115.059
113.201.201.0,Xi'an,Shaanxi,China,34.3287,109.0337
223.117.154.0,Shenzhen,Guangdong,China,22.5431,114.058
183.200.93.0,Taiyuan,Shanxi,China,37.8706,112.549
1.27.238.0,Zhangzhou,Fujian,China,24.6391,117.199
39.188.223.0,Ningbo,Zhejiang,China,29.8752,121.5564
124.163.41.0,Haidian,Beijing,China,39.96,116.298
183.228.137.0,Shenzhen,Guangdong,China,22.5431,114.058
180.124.226.0,Nanjing,Jiangsu,China,32.0607,118.763
111.25.104.0,Jilin City,Jilin,China,43.8378,126.549
110.6.132.0,Beijing,Beijing,China,39.9042,116.407
112.32.106.0,Hefei,Anhui,China,31.8564,117.2661
223.101.3.0,Shenyang,Liaoning,China,41.7806,123.4314
223.67.33.0,Taizhou,Jiangsu,China,32.4903,119.9003
27.128.79.0,Zhoutou,Hebei,China,37.8957,114.904
223.104.1.0,Guangzhou,Guangdong,China,23.1181,113.2539
111.16.32.0,Linyi,Shandong,China,35.0624,118.3364
183.208.144.0,Suzhou,Jiangsu,China,31.299,120.585
27.184.217.0,Shijiazhuang,Hebei,China,38.036,114.4654
144.0.14.0,Xintai,Shandong,China,35.894,117.925
182.116.126.0,Zhengzhou,Henan,China,34.7472,113.625
117.61.31.0,Beijing,Beijing,China,39.911,116.395
27.206.35.0,Weifang,Shandong,China,36.7069,119.162
117.132.196.0,Shenzhen,Guangdong,China,22.5431,114.058
153.36.114.0,Suzhou,Jiangsu,China,31.299,120.585
112.132.252.0,Hefei,Anhui,China,31.8206,117.227
42.103.8.0,Harbin,Heilongjiang,China,45.7421,126.663
180.95.194.0,Lanzhou,Gansu,China,36.0611,103.834
112.85.211.0,Nanjing,Jiangsu,China,32.0128,118.727
120.225.177.0,Weifang,Shandong,China,36.7069,119.162
223.66.170.0,Suzhou,Jiangsu,China,31.299,120.585
60.169.8.0,Rongcheng,Anhui,China,30.6007,117.925
183.197.164.0,Langfang,Hebei,China,39.538,116.684
223.97.175.0,Weifang,Shandong,China,36.71,119.1038
115.53.149.0,Zhengzhou,Henan,China,34.7472,113.625
101.68.160.0,Hangzhou,Zhejiang,China,30.2994,120.1612
117.69.175.0,Shanghai,Shanghai,China,31.2222,121.4581
223.104.17.0,Guangzhou,Guangdong,China,23.1291,113.264
117.22.201.0,Xi'an,Shaanxi,China,34.3287,109.0337
39.144.158.0,Suzhou,Jiangsu,China,31.299,120.585
120.235.183.0,Guangzhou,Guangdong,China,23.1181,113.2539
101.71.109.0,Hangzhou,Zhejiang,China,30.2741,120.155
123.123.103.0,Beijing,Beijing,China,39.911,116.395
117.152.43.0,Shenzhen,Guangdong,China,22.5431,114.058
223.66.172.0,Suzhou,Jiangsu,China,31.299,120.585
110.89.123.0,Sanming,Fujian,China,26.2634,117.639
110.88.29.0,Shenzhen,Guangdong,China,22.5559,114.0577
116.2.156.0,Shenyang,Liaoning,China,41.8057,123.431
61.52.37.0,Zhengzhou,Henan,China,34.7472,113.625
39.189.23.0,Ningbo,Zhejiang,China,29.8752,121.5564
61.52.35.0,Zhengzhou,Henan,China,34.7472,113.625
60.27.234.0,Tianjin,Tianjin,China,39.1488,117.1762
118.73.225.0,Linfen,Shanxi,China,36.0964,111.5218
220.195.77.0,Beijing,Beijing,China,39.9042,116.407
141.98.234.0,Hong Kong,Central and Western District,Hong Kong,22.3193,114.169
27.128.21.0,Zhoutou,Hebei,China,37.8957,114.904
116.233.113.0,Shanghai,Shanghai,China,31.2222,121.4581
175.173.19.0,Shenyang,Liaoning,China,41.8057,123.431
60.27.158.0,Tianjin,Tianjin,China,39.1488,117.1762
111.58.223.0,Shenzhen,Guangdong,China,22.5431,114.058
42.176.171.0,Shenyang,Liaoning,China,41.8057,123.431
52.81.159.0,Beijing,Beijing,China,39.9288,116.3889
52.81.152.0,Beijing,Beijing,China,39.9288,116.3889
122.194.189.0,Yunlong,Jiangsu,China,34.2604,117.19
52.81.153.0,Beijing,Beijing,China,39.9288,116.3889
120.221.11.0,Chengdu,Sichuan,China,30.6498,104.0555
114.84.68.0,Jiangchuanlu,Shanghai,China,31.0092,121.4588
117.169.214.0,Shenzhen,Guangdong,China,22.5431,114.058
120.225.7.0,Jinan,Shandong,China,36.6756,117.0211
39.154.135.0,Baotou,Inner Mongolia Autonomous Region,China,40.6516,109.844
61.52.34.0,Zhengzhou,Henan,China,34.7472,113.625
54.223.166.0,Beijing,Beijing,China,39.9288,116.3889
42.55.253.0,Shenyang,Liaoning,China,41.8057,123.431
42.59.84.0,Shenyang,Liaoning,China,41.8057,123.431
120.242.187.0,Suzhou,Anhui,China,33.6375,116.9775
140.179.2.0,Beijing,Beijing,China,39.9288,116.3889
54.223.98.0,Beijing,Beijing,China,39.9288,116.3889
106.6.150.0,Taohua,Jiangxi,China,28.6742,115.91
115.226.142.0,Guangzhou,Guangdong,China,23.1181,113.2539
113.99.19.0,Guangzhou,Guangdong,China,23.1181,113.2539
129.204.249.0,Haidian,Beijing,China,39.9786,116.302
119.108.34.0,Shenyang,Liaoning,China,41.8057,123.431
106.118.161.0,Zhangjiakou,Hebei,China,40.7846,114.8559
106.118.155.0,Zhangjiakou,Hebei,China,40.7846,114.8559
123.182.28.0,Zhangjiakou,Hebei,China,40.7846,114.8559
115.60.44.0,Zhengzhou,Henan,China,34.7599,113.6459
223.104.103.0,Langfang,Hebei,China,39.538,116.684
123.9.133.0,Zhengzhou,Henan,China,34.7472,113.625
54.223.107.0,Beijing,Beijing,China,39.9288,116.3889
49.86.179.0,Nanjing,Jiangsu,China,32.0607,118.763
119.114.101.0,Shenyang,Liaoning,China,41.8057,123.431
60.182.177.0,Jinhua,Zhejiang,China,29.1017,119.654
61.52.36.0,Zhengzhou,Henan,China,34.7472,113.625
175.173.21.0,Shenyang,Liaoning,China,41.8057,123.431
140.179.23.0,Beijing,Beijing,China,39.9288,116.3889
39.144.104.0,Shanghai,Shanghai,China,31.2222,121.4581
118.212.93.0,Nanchang,Jiangxi,China,28.6829,115.858
117.181.147.0,Nanning,Guangxi,China,22.8111,108.3168
36.18.229.0,Lipu,Zhejiang,China,29.1416,119.789
49.65.183.0,Nanjing,Jiangsu,China,32.0589,118.7738
223.104.195.0,Xiangyang,Shandong,China,37.5316,121.394
183.202.232.0,Taiyuan,Shanxi,China,37.8706,112.549
110.176.80.0,Taiyuan,Shanxi,China,37.8389,112.564
114.222.26.0,Nanjing,Jiangsu,China,32.0589,118.7738
221.11.148.0,Haikou,Hainan,China,20.0444,110.198
125.42.162.0,Xinxiang,Henan,China,35.1874,113.8025
114.84.121.0,Shanghai,Shanghai,China,31.2222,121.4581
183.4.40.0,Xiaolou,Guangdong,China,23.379,113.763
120.208.15.0,Yuncheng,Shanxi,China,35.0195,110.9848
115.60.64.0,Zhengzhou,Henan,China,34.7599,113.6459
171.41.0.0,Wulipu,Hubei,China,30.7378,112.238
14.222.46.0,Dongguan,Guangdong,China,23.018,113.749
61.52.39.0,Zhengzhou,Henan,China,34.7472,113.625
221.216.116.0,Beijing,Beijing,China,39.911,116.395
123.119.114.0,Beijing,Beijing,China,39.911,116.395
111.120.49.0,Guiyang,Guizhou,China,26.6477,106.63
123.139.95.0,Xi'an,Shaanxi,China,34.3287,109.0337
39.149.133.0,Zhengzhou,Henan,China,34.7472,113.625
223.11.231.0,Taiyuan,Shanxi,China,37.8648,112.5636
115.60.43.0,Zhengzhou,Henan,China,34.7599,113.6459
223.104.214.0,Chengdu,Sichuan,China,30.6498,104.0555
223.104.68.0,Shenzhen,Guangdong,China,22.5559,114.0577
112.24.65.0,Suzhou,Jiangsu,China,31.299,120.585
175.148.72.0,Shenyang,Liaoning,China,41.8057,123.431
114.100.3.0,Rongcheng,Anhui,China,30.6007,117.925
123.181.71.0,Zhoutou,Hebei,China,37.8957,114.904
106.110.178.0,Xiaolou,Guangdong,China,23.379,113.763
117.169.95.0,Shenzhen,Guangdong,China,22.5431,114.058
171.124.54.0,Taiyuan,Shanxi,China,37.8706,112.549
114.103.140.0,Rongcheng,Anhui,China,30.6007,117.925
116.136.212.0,Jinrongjie,Beijing,China,39.9204,116.358
120.231.207.0,Shenzhen,Guangdong,China,22.5559,114.0577
39.144.105.0,Shanghai,Shanghai,China,31.2222,121.4581
61.242.130.0,Wuhan,Hubei,China,30.589,114.2681
121.224.15.0,Nanjing,Jiangsu,China,32.0607,118.763
153.0.156.0,Haikou,Hainan,China,20.0444,110.198
175.167.145.0,Shenyang,Liaoning,China,41.7806,123.4314
117.181.56.0,Nanning,Guangxi,China,22.8111,108.3168
112.224.141.0,Jinan,Shandong,China,36.6756,117.0211
106.7.190.0,Nanchang,Jiangxi,China,28.6796,115.8655
1.60.32.0,Harbin,Heilongjiang,China,45.7567,126.642
119.138.14.0,Xiaolou,Guangdong,China,23.379,113.763
120.206.49.0,Shenzhen,Guangdong,China,22.5431,114.058
175.160.63.0,Shenyang,Liaoning,China,41.8057,123.431
112.85.210.0,Nanjing,Jiangsu,China,32.0128,118.727
120.242.156.0,Suzhou,Anhui,China,33.6375,116.9775
120.207.135.0,Linfen,Shanxi,China,36.0964,111.5218
117.136.100.0,Shanghai,Shanghai,China,31.2222,121.4581
118.181.126.0,Yuzhong Chengguanzhen,Gansu,China,35.7518,104.286
139.189.30.0,Haikou,Hainan,China,19.9952,110.242
116.233.200.0,Shanghai,Shanghai,China,31.2222,121.4581
223.104.105.0,Zhengzhou,Henan,China,34.7599,113.6459
139.189.61.0,Haikou,Hainan,China,19.9952,110.242
182.90.206.0,Haicheng,Guangxi,China,21.4778,109.113
221.223.194.0,Beijing,Beijing,China,39.911,116.395
115.61.169.0,Zhengzhou,Henan,China,34.7472,113.625
223.160.114.0,Beijing,Beijing,China,39.9042,116.407
39.144.141.0,Chengdu,Sichuan,China,30.6498,104.0555
222.139.185.0,Zhengzhou,Henan,China,34.7599,113.6459
101.71.39.0,Hangzhou,Zhejiang,China,30.2741,120.155
183.202.157.0,Taiyuan,Shanxi,China,37.8706,112.549
113.13.144.0,Lilancun,Guangxi,China,23.7248,108.808
144.12.52.0,Xintai,Shandong,China,35.894,117.925
125.73.200.0,Lilancun,Guangxi,China,23.7248,108.808
117.129.10.0,Beijing,Beijing,China,39.911,116.395
218.56.121.0,Weifang,Shandong,China,36.7069,119.162
111.14.19.0,Linyi,Shandong,China,35.0624,118.3364
121.25.210.0,Langfang,Hebei,China,39.538,116.684
223.104.176.0,Dalian,Liaoning,China,38.9384,121.6224
223.102.98.0,Dalian,Liaoning,China,38.9384,121.6224
121.40.233.0,Hangzhou,Zhejiang,China,30.2994,120.1612
112.96.87.0,Foshan,Guangdong,China,23.0261,113.1371
218.26.54.0,Linfen,Shanxi,China,36.0964,111.5218
60.174.189.0,Rongcheng,Anhui,China,30.6007,117.925
175.173.35.0,Shenyang,Liaoning,China,41.8057,123.431
39.144.146.0,Kunming,Yunnan,China,25.0088,102.6513
112.1.125.0,Changzhou,Jiangsu,China,31.7685,119.9527
175.160.57.0,Shenyang,Liaoning,China,41.8057,123.431
122.194.187.0,Jiuli,Jiangsu,China,34.2506,117.186
129.211.167.0,Haidian,Beijing,China,39.9786,116.302
117.136.123.0,Shenzhen,Guangdong,China,22.5431,114.058
39.128.130.0,Shenzhen,Guangdong,China,22.5431,114.058
113.220.116.0,Loudi,Hunan,China,27.6253,111.857
175.160.48.0,Shenyang,Liaoning,China,41.8057,123.431
111.19.86.0,Hanzhong,Shaanxi,China,33.0765,107.0305
49.79.98.0,Nanjing,Jiangsu,China,32.0607,118.763
112.23.108.0,Kunshan,Jiangsu,China,31.3862,120.9496
120.225.246.0,Qingdao,Shandong,China,36.061,120.3814
39.165.81.0,Zhengzhou,Henan,China,34.7472,113.625
111.120.18.0,Guiyang,Guizhou,China,26.6477,106.63
27.129.214.0,Xingtai,Hebei,China,37.0637,114.4941
115.60.71.0,Zhengzhou,Henan,China,34.7599,113.6459
144.12.66.0,Xintai,Shandong,China,35.894,117.925
180.130.10.0,Kunming,Yunnan,China,25.0088,102.6513
139.214.244.0,Jilin City,Jilin,China,43.8378,126.549
175.147.162.0,Shenyang,Liaoning,China,41.8057,123.431
49.93.96.0,Nanjing,Jiangsu,China,32.0607,118.763
117.87.49.0,Jiuli,Jiangsu,China,34.2934,117.137
223.104.175.0,Shenyang,Liaoning,China,41.8057,123.431
49.93.166.0,Suzhou,Jiangsu,China,31.3093,120.602
218.88.45.0,Chengdu,Sichuan,China,30.6498,104.0555
120.206.104.0,Shenzhen,Guangdong,China,22.5431,114.058
